# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "transcript" "-g" "gene_id" "-a" "/tmp/1702.1.all.q/genomes/tb927_5/tb927_5.gtf" "-o" "/tmp/1702.1.all.q/B_tot_2/counts.txt" "/tmp/1702.1.all.q/B_tot_2/B_tot_2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/1702.1.all.q/B_tot_2/B_tot_2_sorted.bam
TRY.316	Tb927_06_v5.1	51404	51910	.	507	155
TRY.317	Tb927_06_v5.1	54612	55686	.	1075	53
TRY.318	Tb927_06_v5.1	57829	58416	.	588	20
TRY.319	Tb927_06_v5.1	64969	66308	.	1340	62
TRY.320	Tb927_06_v5.1	103130	105326	.	2197	77
TRY.321	Tb927_06_v5.1	131990	132496	.	507	443
TRY.322	Tb927_06_v5.1	144829	146546	.	1718	286
TRY.323	Tb927_06_v5.1	209332	210488	.	1157	508
TRY.324	Tb927_06_v5.1	247057	247634	.	578	1129
TRY.325	Tb927_06_v5.1	334128	334988	.	861	437
TRY.326	Tb927_06_v5.1	342403	343352	.	950	1150
TRY.327	Tb927_06_v5.1	356178	356899	.	722	977
TRY.328	Tb927_06_v5.1	363789	364763	.	975	108
TRY.329	Tb927_06_v5.1	398685	399759	.	1075	1268
TRY.330	Tb927_06_v5.1	478300	479614	.	1315	176
TRY.331	Tb927_06_v5.1	550992	551666	.	675	714
TRY.332	Tb927_06_v5.1	567146	567692	.	547	764
TRY.333	Tb927_06_v5.1	603639	605271	.	1633	1561
TRY.334	Tb927_06_v5.1	636498	637048	.	551	1485
TRY.335	Tb927_06_v5.1	666474	667102	.	629	808
TRY.336	Tb927_06_v5.1	686545	687672	.	1128	214
TRY.337	Tb927_06_v5.1	728982	729771	.	790	352
TRY.338	Tb927_06_v5.1	810060	810909	.	850	2095
TRY.339	Tb927_06_v5.1	898195	898700	.	506	358
TRY.340	Tb927_06_v5.1	1026846	1027655	.	810	1257
TRY.341	Tb927_06_v5.1	1104331	1105137	.	807	736
TRY.342	Tb927_06_v5.1	1151946	1152698	.	753	842
TRY.343	Tb927_06_v5.1	1208536	1209356	.	821	957
TRY.344	Tb927_06_v5.1	1233755	1234398	.	644	1236
TRY.345	Tb927_06_v5.1	1242055	1243052	.	998	1471
TRY.346	Tb927_06_v5.1	1280470	1281645	.	1176	14
TRY.347	Tb927_06_v5.1	1282489	1285416	.	2928	485
TRY.348	Tb927_06_v5.1	1315946	1316683	.	738	1584
TRY.349	Tb927_06_v5.1	1330722	1331486	.	765	898
TRY.350	Tb927_06_v5.1	1427724	1428730	.	1007	294
TRY.351	Tb927_06_v5.1	1441568	1442313	.	746	6
TRY.352	Tb927_06_v5.1	1488691	1489308	.	618	27
TRY.353	Tb927_06_v5.1	1549386	1550007	.	622	47
TRY.354	Tb927_07_v5.1	11977	14812	.	2836	62
TRY.355	Tb927_07_v5.1	32348	34086	.	1739	266
TRY.356	Tb927_07_v5.1	68474	69059	.	586	721
TRY.357	Tb927_07_v5.1	100264	101330	.	1067	443
TRY.358	Tb927_07_v5.1	108108	108818	.	711	995
TRY.359	Tb927_07_v5.1	125139	125780	.	642	1398
TRY.360	Tb927_07_v5.1	246867	247940	.	1074	1077
TRY.361	Tb927_07_v5.1	282461	285135	.	2675	2666
TRY.362	Tb927_07_v5.1	308345	308895	.	551	1150
TRY.363	Tb927_07_v5.1	317176	318141	.	966	1408
TRY.364	Tb927_07_v5.1	424779	425692	.	914	704
TRY.365	Tb927_07_v5.1	428143	428726	.	584	924
TRY.366	Tb927_07_v5.1	469487	470645	.	1159	64
TRY.367	Tb927_07_v5.1	492759	493479	.	721	77
TRY.368	Tb927_07_v5.1	503861	504406	.	546	42
TRY.369	Tb927_07_v5.1	544013	544976	.	964	791
TRY.370	Tb927_07_v5.1	570289	572005	.	1717	1769
TRY.371	Tb927_07_v5.1	580966	581626	.	661	691
TRY.372	Tb927_07_v5.1	613011	613594	.	584	1620
TRY.373	Tb927_07_v5.1	690318	693006	.	2689	1305
TRY.374	Tb927_07_v5.1	695106	698027	.	2922	2100
TRY.375	Tb927_07_v5.1	828808	830105	.	1298	1464
TRY.376	Tb927_07_v5.1	834989	836017	.	1029	84
TRY.377	Tb927_07_v5.1	858075	858744	.	670	439
TRY.378	Tb927_07_v5.1	897712	898536	.	825	279
TRY.379	Tb927_07_v5.1	898807	899337	.	531	6
TRY.380	Tb927_07_v5.1	929514	932884	.	3371	1581
TRY.381	Tb927_07_v5.1	935772	936342	.	571	2241
TRY.382	Tb927_07_v5.1	1013795	1017553	.	3759	383
TRY.383	Tb927_07_v5.1	1110594	1111286	.	693	2773
TRY.384	Tb927_07_v5.1	1113161	1113819	.	659	1539
TRY.385	Tb927_07_v5.1	1127687	1132310	.	4624	34
TRY.386	Tb927_07_v5.1	1179332	1181221	.	1890	3955
TRY.387	Tb927_07_v5.1	1188353	1190044	.	1692	9666
TRY.388	Tb927_07_v5.1	1254711	1255345	.	635	391
TRY.389	Tb927_07_v5.1	1255544	1256141	.	598	552
TRY.390	Tb927_07_v5.1	1336844	1337703	.	860	1377
TRY.391	Tb927_07_v5.1	1405267	1406442	.	1176	1572
TRY.392	Tb927_07_v5.1	1411903	1412445	.	543	1175
TRY.393	Tb927_07_v5.1	1422635	1427072	.	4438	2086
TRY.394	Tb927_07_v5.1	1444058	1445685	.	1628	291
TRY.395	Tb927_07_v5.1	1456409	1456942	.	534	356
TRY.396	Tb927_07_v5.1	1458986	1459491	.	506	914
TRY.397	Tb927_07_v5.1	1514087	1516224	.	2138	1404
TRY.398	Tb927_07_v5.1	1557781	1560338	.	2558	1165
TRY.399	Tb927_07_v5.1	1563850	1564370	.	521	5816
TRY.400	Tb927_07_v5.1	1601828	1602411	.	584	194
TRY.401	Tb927_07_v5.1	1619977	1620699	.	723	11
TRY.402	Tb927_07_v5.1	1621824	1623719	.	1896	26
TRY.403	Tb927_07_v5.1	1652480	1653581	.	1102	1389
TRY.404	Tb927_07_v5.1	1670953	1672085	.	1133	1639
TRY.405	Tb927_07_v5.1	1685197	1685751	.	555	241
TRY.406	Tb927_07_v5.1	1746875	1748154	.	1280	212
TRY.407	Tb927_07_v5.1	1773370	1774817	.	1448	24
TRY.408	Tb927_07_v5.1	1776483	1778312	.	1830	38
TRY.409	Tb927_07_v5.1	1780060	1781107	.	1048	30
TRY.410	Tb927_07_v5.1	1840401	1842314	.	1914	584
TRY.411	Tb927_07_v5.1	1891107	1891753	.	647	3
TRY.412	Tb927_07_v5.1	1894490	1895170	.	681	68
TRY.413	Tb927_07_v5.1	1905324	1910879	.	5556	335
TRY.414	Tb927_07_v5.1	1911029	1911639	.	611	39
TRY.415	Tb927_07_v5.1	1919223	1920217	.	995	1897
TRY.416	Tb927_07_v5.1	1925140	1927168	.	2029	1386
TRY.417	Tb927_07_v5.1	1932782	1935329	.	2548	77
TRY.418	Tb927_07_v5.1	1950613	1951155	.	543	557
TRY.419	Tb927_07_v5.1	1966936	1967562	.	627	1542
TRY.420	Tb927_07_v5.1	1973898	1974556	.	659	743
TRY.421	Tb927_07_v5.1	2008434	2009202	.	769	869
TRY.422	Tb927_07_v5.1	2035865	2037517	.	1653	1685
TRY.423	Tb927_07_v5.1	2059361	2060090	.	730	1422
TRY.424	Tb927_07_v5.1	2096828	2097425	.	598	106
TRY.425	Tb927_07_v5.1	2111367	2112147	.	781	993
TRY.426	Tb927_07_v5.1	2160590	2162665	.	2076	430
TRY.427	Tb927_07_v5.1	2184131	2184683	.	553	2314
TRY.428	Tb927_07_v5.1	2195235	2195796	.	562	24
TRY.429	Tb927_07_v5.1	2197212	2197956	.	745	940
TRY.430	Tb927_07_v5.1	2204076	2205233	.	1158	42
TRY.431	Tb927_08_v5.1	78138	78688	.	551	9
TRY.432	Tb927_08_v5.1	120895	121430	.	536	5
TRY.433	Tb927_08_v5.1	356535	357036	.	502	1468
TRY.434	Tb927_08_v5.1	450907	452627	.	1721	13
TRY.435	Tb927_08_v5.1	548921	549537	.	617	443
TRY.436	Tb927_08_v5.1	551036	552471	.	1436	104
TRY.437	Tb927_08_v5.1	553116	554427	.	1312	77
TRY.438	Tb927_08_v5.1	609006	610426	.	1421	15432
TRY.439	Tb927_08_v5.1	624261	625733	.	1473	286
TRY.440	Tb927_08_v5.1	678771	679668	.	898	1908
TRY.441	Tb927_08_v5.1	712343	712902	.	560	352
TRY.442	Tb927_08_v5.1	736020	736556	.	537	1035
TRY.443	Tb927_08_v5.1	776834	778751	.	1918	2525
TRY.444	Tb927_08_v5.1	782694	783281	.	588	2435
TRY.445	Tb927_08_v5.1	791867	793177	.	1311	51
TRY.446	Tb927_08_v5.1	830805	835405	.	4601	1116
TRY.447	Tb927_08_v5.1	855009	855723	.	715	52
TRY.448	Tb927_08_v5.1	856421	857285	.	865	184
TRY.449	Tb927_08_v5.1	859122	860497	.	1376	13
TRY.450	Tb927_08_v5.1	863569	865365	.	1797	45
TRY.451	Tb927_08_v5.1	870866	871466	.	601	540
TRY.452	Tb927_08_v5.1	876231	877225	.	995	65
TRY.453	Tb927_08_v5.1	896743	898006	.	1264	3985
TRY.454	Tb927_08_v5.1	931430	931984	.	555	1106
TRY.455	Tb927_08_v5.1	961771	962469	.	699	1218
TRY.456	Tb927_08_v5.1	1021186	1023552	.	2367	1765
TRY.457	Tb927_08_v5.1	1044586	1046858	.	2273	596
TRY.458	Tb927_08_v5.1	1054935	1055659	.	725	2
TRY.459	Tb927_08_v5.1	1067892	1068703	.	812	1608
TRY.460	Tb927_08_v5.1	1087931	1088707	.	777	95
TRY.461	Tb927_08_v5.1	1145851	1147078	.	1228	1634
TRY.462	Tb927_08_v5.1	1155855	1157151	.	1297	1183
TRY.463	Tb927_08_v5.1	1173085	1174191	.	1107	68
TRY.464	Tb927_08_v5.1	1175048	1175557	.	510	3
TRY.465	Tb927_08_v5.1	1175563	1176662	.	1100	7
TRY.466	Tb927_08_v5.1	1194481	1196327	.	1847	1252
TRY.467	Tb927_08_v5.1	1236428	1238428	.	2001	233
TRY.468	Tb927_08_v5.1	1245935	1248720	.	2786	3174
TRY.469	Tb927_08_v5.1	1256685	1257335	.	651	511
TRY.470	Tb927_08_v5.1	1264994	1266029	.	1036	1219
TRY.471	Tb927_08_v5.1	1300793	1301686	.	894	1433
TRY.472	Tb927_08_v5.1	1313484	1314077	.	594	933
TRY.473	Tb927_08_v5.1	1448026	1449100	.	1075	1
TRY.474	Tb927_08_v5.1	1467920	1469522	.	1603	929
TRY.475	Tb927_08_v5.1	1524303	1526890	.	2588	803
TRY.476	Tb927_08_v5.1	1580844	1581404	.	561	1055
TRY.477	Tb927_08_v5.1	1587894	1588851	.	958	6
TRY.478	Tb927_08_v5.1	1676654	1677191	.	538	1451
TRY.479	Tb927_08_v5.1	1691483	1693547	.	2065	2688
TRY.480	Tb927_08_v5.1	1743983	1745320	.	1338	1619
TRY.481	Tb927_08_v5.1	1757981	1758605	.	625	4207
TRY.482	Tb927_08_v5.1	1793076	1795004	.	1929	3611
TRY.483	Tb927_08_v5.1	1815310	1816617	.	1308	8466
TRY.484	Tb927_08_v5.1	1852483	1854164	.	1682	1417
TRY.485	Tb927_08_v5.1	1864287	1864837	.	551	410
TRY.486	Tb927_08_v5.1	1876695	1877865	.	1171	386
TRY.487	Tb927_08_v5.1	1891434	1891946	.	513	3
TRY.488	Tb927_08_v5.1	1939632	1940988	.	1357	961
TRY.489	Tb927_08_v5.1	1945497	1946278	.	782	1990
TRY.490	Tb927_08_v5.1	1994814	1999176	.	4363	1304
TRY.491	Tb927_08_v5.1	2051078	2052713	.	1636	400
TRY.492	Tb927_08_v5.1	2076898	2077472	.	575	1033
TRY.493	Tb927_08_v5.1	2093730	2095912	.	2183	328
TRY.494	Tb927_08_v5.1	2097245	2098094	.	850	1142
TRY.495	Tb927_08_v5.1	2099079	2099832	.	754	166
TRY.496	Tb927_08_v5.1	2112539	2115192	.	2654	1323
TRY.497	Tb927_08_v5.1	2136501	2137055	.	555	8652
TRY.498	Tb927_08_v5.1	2140876	2141543	.	668	1429
TRY.499	Tb927_08_v5.1	2156538	2157316	.	779	1327
TRY.500	Tb927_08_v5.1	2176604	2177776	.	1173	1515
TRY.501	Tb927_08_v5.1	2236981	2237659	.	679	101
TRY.502	Tb927_08_v5.1	2237689	2238436	.	748	27
TRY.503	Tb927_08_v5.1	2238642	2239231	.	590	78
TRY.504	Tb927_08_v5.1	2284028	2285322	.	1295	633
TRY.505	Tb927_08_v5.1	2293895	2296095	.	2201	1494
TRY.506	Tb927_08_v5.1	2327152	2327682	.	531	142
TRY.507	Tb927_08_v5.1	2383448	2384311	.	864	1393
TRY.508	Tb927_08_v5.1	2386766	2387412	.	647	1145
TRY.509	Tb927_08_v5.1	2425198	2426145	.	948	866
TRY.510	Tb927_08_v5.1	2440865	2441445	.	581	2294
TRY.511	Tb927_08_v5.1	2475983	2477586	.	1604	1461
TRY.512	Tb927_09_v5.1	57177	57733	.	557	8
TRY.513	Tb927_09_v5.1	75687	76556	.	870	10
TRY.514	Tb927_09_v5.1	99352	99936	.	585	6
TRY.515	Tb927_09_v5.1	170804	171360	.	557	465
TRY.516	Tb927_09_v5.1	176916	178272	.	1357	248
TRY.517	Tb927_09_v5.1	180347	181269	.	923	1933
TRY.518	Tb927_09_v5.1	183215	185224	.	2010	160
TRY.519	Tb927_09_v5.1	187172	188017	.	846	680
TRY.520	Tb927_09_v5.1	245834	246600	.	767	14
TRY.521	Tb927_09_v5.1	247484	248690	.	1207	18
TRY.522	Tb927_09_v5.1	351612	352450	.	839	917
TRY.523	Tb927_09_v5.1	368702	370152	.	1451	802
TRY.524	Tb927_09_v5.1	388263	388796	.	534	1158
TRY.525	Tb927_09_v5.1	397057	397878	.	822	752
TRY.526	Tb927_09_v5.1	451334	452417	.	1084	2702
TRY.527	Tb927_09_v5.1	521430	521980	.	551	1342
TRY.528	Tb927_09_v5.1	524365	525665	.	1301	1418
TRY.529	Tb927_09_v5.1	527298	527913	.	616	5349
TRY.530	Tb927_09_v5.1	600844	602462	.	1619	4351
TRY.531	Tb927_09_v5.1	608834	609458	.	625	107
TRY.532	Tb927_09_v5.1	611927	612501	.	575	100
TRY.533	Tb927_09_v5.1	617983	618598	.	616	111
TRY.534	Tb927_09_v5.1	636208	636773	.	566	98
TRY.535	Tb927_09_v5.1	639147	639795	.	649	81
TRY.536	Tb927_09_v5.1	686945	687641	.	697	399
TRY.537	Tb927_09_v5.1	687668	689608	.	1941	355
TRY.538	Tb927_09_v5.1	769962	771130	.	1169	1362
TRY.539	Tb927_09_v5.1	772078	772864	.	787	1476
TRY.540	Tb927_09_v5.1	779722	780891	.	1170	986
TRY.541	Tb927_09_v5.1	832030	833961	.	1932	1270
TRY.542	Tb927_09_v5.1	881382	886232	.	4851	1540
TRY.543	Tb927_09_v5.1	913369	914205	.	837	5379
TRY.544	Tb927_09_v5.1	940914	941572	.	659	417
TRY.545	Tb927_09_v5.1	949881	950660	.	780	1103
TRY.546	Tb927_09_v5.1	953196	953739	.	544	1149
TRY.547	Tb927_09_v5.1	958576	959802	.	1227	1222
TRY.548	Tb927_09_v5.1	964870	965520	.	651	1064
TRY.549	Tb927_09_v5.1	1012114	1012738	.	625	1115
TRY.550	Tb927_09_v5.1	1042075	1043175	.	1101	2231
TRY.551	Tb927_09_v5.1	1129563	1130093	.	531	767
TRY.552	Tb927_09_v5.1	1136118	1137391	.	1274	644
TRY.553	Tb927_09_v5.1	1204475	1205266	.	792	1648
TRY.554	Tb927_09_v5.1	1219460	1220117	.	658	1287
TRY.555	Tb927_09_v5.1	1241941	1242482	.	542	591
TRY.556	Tb927_09_v5.1	1251976	1253645	.	1670	2064
TRY.557	Tb927_09_v5.1	1361504	1362249	.	746	1861
TRY.558	Tb927_09_v5.1	1406208	1407171	.	964	4514
TRY.559	Tb927_09_v5.1	1452153	1452669	.	517	3549
TRY.560	Tb927_09_v5.1	1490249	1491677	.	1429	694
TRY.561	Tb927_09_v5.1	1509123	1510050	.	928	2020
TRY.562	Tb927_09_v5.1	1513620	1516101	.	2482	2739
TRY.563	Tb927_09_v5.1	1546533	1547416	.	884	1470
TRY.564	Tb927_09_v5.1	1580198	1581096	.	899	2152
TRY.565	Tb927_09_v5.1	1611038	1612840	.	1803	1394
TRY.566	Tb927_09_v5.1	1618785	1619545	.	761	2783
TRY.567	Tb927_09_v5.1	1665261	1667595	.	2335	3193
TRY.568	Tb927_09_v5.1	1702364	1703017	.	654	1612
TRY.569	Tb927_09_v5.1	1748078	1749789	.	1712	3142
TRY.570	Tb927_09_v5.1	1772008	1773188	.	1181	4
TRY.571	Tb927_09_v5.1	1833458	1833994	.	537	655
TRY.572	Tb927_09_v5.1	1932212	1933483	.	1272	675
TRY.573	Tb927_09_v5.1	1961680	1964663	.	2984	6232
TRY.574	Tb927_09_v5.1	1989799	1990329	.	531	4138
TRY.575	Tb927_09_v5.1	1993170	1993921	.	752	827
TRY.576	Tb927_09_v5.1	2045361	2047200	.	1840	3188
TRY.577	Tb927_09_v5.1	2108710	2110666	.	1957	2215
TRY.578	Tb927_09_v5.1	2110674	2111374	.	701	666
TRY.579	Tb927_09_v5.1	2127448	2128135	.	688	579
TRY.580	Tb927_09_v5.1	2140504	2141281	.	778	1341
TRY.581	Tb927_09_v5.1	2156109	2157604	.	1496	2031
TRY.582	Tb927_09_v5.1	2198081	2198910	.	830	1627
TRY.583	Tb927_09_v5.1	2202594	2203300	.	707	567
TRY.584	Tb927_09_v5.1	2211913	2212973	.	1061	3470
TRY.585	Tb927_09_v5.1	2248988	2249921	.	934	1335
TRY.586	Tb927_09_v5.1	2263291	2264297	.	1007	1014
TRY.587	Tb927_09_v5.1	2264999	2265783	.	785	885
TRY.588	Tb927_09_v5.1	2271859	2273932	.	2074	1195
TRY.589	Tb927_09_v5.1	2295849	2296403	.	555	6
TRY.590	Tb927_09_v5.1	2301776	2302417	.	642	27
TRY.591	Tb927_09_v5.1	2311285	2312042	.	758	6
TRY.592	Tb927_09_v5.1	2398898	2399530	.	633	401
TRY.593	Tb927_09_v5.1	2412436	2413053	.	618	533
TRY.594	Tb927_09_v5.1	2418151	2420466	.	2316	218
TRY.595	Tb927_09_v5.1	2423298	2423884	.	587	244
TRY.596	Tb927_09_v5.1	2445635	2446145	.	511	122
TRY.597	Tb927_09_v5.1	2503265	2504092	.	828	271
TRY.598	Tb927_09_v5.1	2510433	2511367	.	935	420
TRY.599	Tb927_09_v5.1	2513709	2515411	.	1703	848
TRY.600	Tb927_09_v5.1	2522991	2524222	.	1232	1220
TRY.601	Tb927_09_v5.1	2528711	2529890	.	1180	5
TRY.602	Tb927_09_v5.1	2539833	2541229	.	1397	340
TRY.603	Tb927_09_v5.1	2541596	2543789	.	2194	466
TRY.604	Tb927_09_v5.1	2553341	2553993	.	653	19
TRY.605	Tb927_09_v5.1	2579885	2580401	.	517	1
TRY.606	Tb927_09_v5.1	2596845	2597413	.	569	18
TRY.607	Tb927_09_v5.1	2612812	2613370	.	559	19
TRY.608	Tb927_09_v5.1	2645286	2645913	.	628	48
TRY.609	Tb927_09_v5.1	2804426	2805160	.	735	35
TRY.610	Tb927_09_v5.1	2858185	2859032	.	848	15
TRY.611	Tb927_09_v5.1	2922165	2923642	.	1478	61
TRY.612	Tb927_09_v5.1	3106024	3106804	.	781	16
TRY.613	Tb927_09_v5.1	3398054	3399373	.	1320	3
TRY.614	Tb927_09_v5.1	3399904	3400795	.	892	5
TRY.615	Tb927_09_v5.1	3413112	3413847	.	736	41
TRY.616	Tb927_09_v5.1	3416654	3417364	.	711	12
TRY.617	Tb927_09_v5.1	3420777	3421601	.	825	0
TRY.618	Tb927_09_v5.1	3439591	3440451	.	861	29
TRY.619	Tb927_09_v5.1	3443884	3444636	.	753	21
TRY.620	Tb927_09_v5.1	3492953	3493457	.	505	13
TRY.621	Tb927_09_v5.1	3509619	3510286	.	668	1
TRY.622	Tb927_09_v5.1	3537058	3537581	.	524	27
TRY.623	Tb927_10_v5.1	91280	91804	.	525	909
TRY.624	Tb927_10_v5.1	124934	125603	.	670	820
TRY.625	Tb927_10_v5.1	138620	139935	.	1316	893
TRY.626	Tb927_10_v5.1	146347	146998	.	652	663
TRY.627	Tb927_10_v5.1	162625	164287	.	1663	827
TRY.628	Tb927_10_v5.1	205506	206025	.	520	1381
TRY.629	Tb927_10_v5.1	216980	217544	.	565	816
TRY.630	Tb927_10_v5.1	229902	230533	.	632	775
TRY.631	Tb927_10_v5.1	237330	238054	.	725	1292
TRY.632	Tb927_10_v5.1	247271	248294	.	1024	772
TRY.633	Tb927_10_v5.1	256893	257537	.	645	160
TRY.634	Tb927_10_v5.1	273861	275410	.	1550	2008
TRY.635	Tb927_10_v5.1	284502	285048	.	547	2334
TRY.636	Tb927_10_v5.1	292523	293789	.	1267	842
TRY.637	Tb927_10_v5.1	326811	328483	.	1673	500
TRY.638	Tb927_10_v5.1	365392	366342	.	951	854
TRY.639	Tb927_10_v5.1	367811	368653	.	843	3471
TRY.640	Tb927_10_v5.1	425105	425932	.	828	854
TRY.641	Tb927_10_v5.1	431479	432407	.	929	2619
TRY.642	Tb927_10_v5.1	469922	470870	.	949	790
TRY.643	Tb927_10_v5.1	475027	475787	.	761	302
TRY.644	Tb927_10_v5.1	497101	497914	.	814	457
TRY.645	Tb927_10_v5.1	563623	565022	.	1400	5279
TRY.646	Tb927_10_v5.1	612652	613466	.	815	50
TRY.647	Tb927_10_v5.1	617346	619278	.	1933	337
TRY.648	Tb927_10_v5.1	633746	634904	.	1159	693
TRY.649	Tb927_10_v5.1	646597	647140	.	544	624
TRY.650	Tb927_10_v5.1	659106	659613	.	508	1883
TRY.651	Tb927_10_v5.1	702137	702640	.	504	2638
TRY.652	Tb927_10_v5.1	745553	746132	.	580	411
TRY.653	Tb927_10_v5.1	776736	778120	.	1385	1678
TRY.654	Tb927_10_v5.1	835230	837333	.	2104	912
TRY.655	Tb927_10_v5.1	866603	867680	.	1078	1085
TRY.656	Tb927_10_v5.1	871818	872858	.	1041	832
TRY.657	Tb927_10_v5.1	944891	946173	.	1283	1826
TRY.658	Tb927_10_v5.1	980633	981852	.	1220	1974
TRY.659	Tb927_10_v5.1	985415	986112	.	698	232
TRY.660	Tb927_10_v5.1	1014833	1015691	.	859	1451
TRY.661	Tb927_10_v5.1	1030690	1032272	.	1583	2533
TRY.662	Tb927_10_v5.1	1036103	1036938	.	836	1533
TRY.663	Tb927_10_v5.1	1039279	1041106	.	1828	2050
TRY.664	Tb927_10_v5.1	1065105	1065925	.	821	860
TRY.665	Tb927_10_v5.1	1124527	1125245	.	719	387
TRY.666	Tb927_10_v5.1	1199572	1200471	.	900	1879
TRY.667	Tb927_10_v5.1	1232596	1233836	.	1241	17
TRY.668	Tb927_10_v5.1	1233843	1234642	.	800	5
TRY.669	Tb927_10_v5.1	1255543	1256120	.	578	744
TRY.670	Tb927_10_v5.1	1267964	1269222	.	1259	365
TRY.671	Tb927_10_v5.1	1289794	1290742	.	949	339
TRY.672	Tb927_10_v5.1	1302532	1303923	.	1392	960
TRY.673	Tb927_10_v5.1	1311149	1312686	.	1538	253
TRY.674	Tb927_10_v5.1	1317466	1318309	.	844	235
TRY.675	Tb927_10_v5.1	1328581	1330152	.	1572	666
TRY.676	Tb927_10_v5.1	1354501	1355152	.	652	959
TRY.677	Tb927_10_v5.1	1415671	1416644	.	974	540
TRY.678	Tb927_10_v5.1	1422790	1423475	.	686	49
TRY.679	Tb927_10_v5.1	1427599	1429341	.	1743	2001
TRY.680	Tb927_10_v5.1	1466802	1467704	.	903	1180
TRY.681	Tb927_10_v5.1	1494853	1495842	.	990	325
TRY.682	Tb927_10_v5.1	1519098	1520074	.	977	3223
TRY.683	Tb927_10_v5.1	1529196	1530701	.	1506	4035
TRY.684	Tb927_10_v5.1	1543108	1544725	.	1618	1179
TRY.685	Tb927_10_v5.1	1582110	1582953	.	844	862
TRY.686	Tb927_10_v5.1	1615820	1617174	.	1355	1342
TRY.687	Tb927_10_v5.1	1625793	1626782	.	990	836
TRY.688	Tb927_10_v5.1	1630377	1633019	.	2643	21
TRY.689	Tb927_10_v5.1	1656872	1657824	.	953	567
TRY.690	Tb927_10_v5.1	1663504	1664434	.	931	1966
TRY.691	Tb927_10_v5.1	1684402	1685297	.	896	834
TRY.692	Tb927_10_v5.1	1731587	1732338	.	752	1895
TRY.693	Tb927_10_v5.1	1733591	1734512	.	922	580
TRY.694	Tb927_10_v5.1	1736849	1738149	.	1301	568
TRY.695	Tb927_10_v5.1	1750507	1751026	.	520	323
TRY.696	Tb927_10_v5.1	1787433	1787983	.	551	292
TRY.697	Tb927_10_v5.1	1792890	1793546	.	657	1235
TRY.698	Tb927_10_v5.1	1800633	1801154	.	522	30
TRY.699	Tb927_10_v5.1	1836740	1837424	.	685	738
TRY.700	Tb927_10_v5.1	1841708	1842940	.	1233	2128
TRY.701	Tb927_10_v5.1	1925691	1927790	.	2100	5
TRY.702	Tb927_10_v5.1	1936957	1937792	.	836	1020
TRY.703	Tb927_10_v5.1	1944593	1945113	.	521	426
TRY.704	Tb927_10_v5.1	1970353	1972994	.	2642	2960
TRY.705	Tb927_10_v5.1	1999559	2000702	.	1144	935
TRY.706	Tb927_10_v5.1	2004699	2005384	.	686	532
TRY.707	Tb927_10_v5.1	2109818	2110620	.	803	1078
TRY.708	Tb927_10_v5.1	2129448	2130167	.	720	648
TRY.709	Tb927_10_v5.1	2151107	2151614	.	508	899
TRY.710	Tb927_10_v5.1	2206611	2207903	.	1293	1112
TRY.711	Tb927_10_v5.1	2222139	2222919	.	781	12389
TRY.712	Tb927_10_v5.1	2283485	2286152	.	2668	3528
TRY.713	Tb927_10_v5.1	2330557	2331108	.	552	2470
TRY.714	Tb927_10_v5.1	2347429	2350093	.	2665	3207
TRY.715	Tb927_10_v5.1	2355799	2357415	.	1617	4
TRY.716	Tb927_10_v5.1	2369111	2369679	.	569	57
TRY.717	Tb927_10_v5.1	2479374	2481191	.	1818	2739
TRY.718	Tb927_10_v5.1	2598625	2599128	.	504	331
TRY.719	Tb927_10_v5.1	2610440	2611238	.	799	901
TRY.720	Tb927_10_v5.1	2625277	2626483	.	1207	1768
TRY.721	Tb927_10_v5.1	2642416	2644927	.	2512	462
TRY.722	Tb927_10_v5.1	2648579	2650051	.	1473	21
TRY.723	Tb927_10_v5.1	2792352	2793835	.	1484	1831
TRY.724	Tb927_10_v5.1	2815960	2816563	.	604	911
TRY.725	Tb927_10_v5.1	2828860	2830027	.	1168	826
TRY.726	Tb927_10_v5.1	2832014	2832722	.	709	1131
TRY.727	Tb927_10_v5.1	2844014	2844575	.	562	155
TRY.728	Tb927_10_v5.1	2849308	2849829	.	522	345
TRY.729	Tb927_10_v5.1	2930428	2931844	.	1417	1599
TRY.730	Tb927_10_v5.1	2941973	2942754	.	782	193
TRY.731	Tb927_10_v5.1	2997334	2998694	.	1361	3647
TRY.732	Tb927_10_v5.1	3046613	3047425	.	813	89
TRY.733	Tb927_10_v5.1	3047459	3048029	.	571	7
TRY.734	Tb927_10_v5.1	3048504	3049007	.	504	21
TRY.735	Tb927_10_v5.1	3069672	3072011	.	2340	288
TRY.736	Tb927_10_v5.1	3098565	3100067	.	1503	304
TRY.737	Tb927_10_v5.1	3110160	3110811	.	652	2500
TRY.738	Tb927_10_v5.1	3158884	3159959	.	1076	1675
TRY.739	Tb927_10_v5.1	3167362	3169281	.	1920	365
TRY.740	Tb927_10_v5.1	3180089	3180691	.	603	541
TRY.741	Tb927_10_v5.1	3202095	3203100	.	1006	695
TRY.742	Tb927_10_v5.1	3314146	3314827	.	682	3
TRY.743	Tb927_10_v5.1	3315122	3316139	.	1018	15
