# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-t" "CDS" "-g" "gene_id" "-a" "/tmp/1762.1.all.q/genomes/tb927_5/tb927_5.gtf" "-o" "/tmp/1762.1.all.q/B_sub_3/counts_CDS.txt" "/tmp/1762.1.all.q/B_sub_3/B_sub_3_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/tmp/1762.1.all.q/B_sub_3/B_sub_3_sorted.bam
MSTRG.913	Tb927_11_v5.1	4837810	4838561	.	752	58
MSTRG.914	Tb927_11_v5.1	4838662	4839241	.	580	59
MSTRG.915	Tb927_11_v5.1	4840317	4840825	.	509	134
MSTRG.916	Tb927_11_v5.1	5003086	5003389	.	304	92
MSTRG.917	Tb927_11_v5.1	5025608	5026051	.	444	47
MSTRG.918	Tb927_11_v5.1	5139692	5139977	.	286	27
MSTRG.919	Tb927_11_v5.1	5204330	5204773	.	444	4
MSTRG.920	Tbrucei.chr8.100	1	2191	.	2191	246
MSTRG.921	Tp_ends-40b06.q1k	7095	7705	.	611	46
MSTRG.922	tryp_IXa-16h03.q1c	154	580	.	427	110
MSTRG.923	tryp_IXa-16h03.q1c	652	1395	.	744	14630
MSTRG.924	tryp_IXa-16h03.q1c	3566	4109	.	544	1060
MSTRG.925	tryp_IXa-16h03.q1c	10473	10681	.	209	144
MSTRG.926	tryp_IXa-16h03.q1c	10695	11693	.	999	747
MSTRG.927	tryp_IXb-217g08.q1c	7078	7317	.	240	55
MSTRG.928	tryp_IXb-217g08.q1c	70791	71229	.	439	32
MSTRG.929	tryp_IXb-218d07.p1c	56691	57616	.	926	181
MSTRG.930	tryp_IXb-218d07.p1c	61196	69568	.	8373	1934
MSTRG.931	tryp_IXb-218d07.p1c	76219	80146	.	3928	677
MSTRG.932	tryp_IXb-218d07.p1c	80153	82397	.	2245	640
MSTRG.933	tryp_IXb-218d07.p1c	82538	86832	.	4295	1126
MSTRG.934	tryp_IXb-218d07.p1c	99798	105115	.	5318	312
MSTRG.935	tryp_IXb-218d07.p1c	123032	123384	.	353	35
MSTRG.936	tryp_IXb-277d03.p1c	1	636	.	636	366
MSTRG.937	tryp_IXb-277d03.p1c	925	1394	.	470	1268
MSTRG.938	tryp_IXb-277d03.p1c	4062	4618	.	557	4171
MSTRG.939	tryp_IXb-277d03.p1c	6048	7700	.	1653	10821
MSTRG.940	tryp_IXb-277d03.p1c	9127	10031	.	905	794
MSTRG.941	tryp_IXb-277d03.p1c	10074	10732	.	659	200
MSTRG.942	tryp_IXb-277d03.p1c	13058	13532	.	475	999
MSTRG.943	tryp_IXb-314f06.q1c	1	1461	.	1461	444
MSTRG.944	tryp_IXb-314f06.q1c	1511	3791	.	2281	3347
MSTRG.945	tryp_IXb-314f06.q1c	10182	11832	.	1651	182
MSTRG.946	tryp_IXb-314f06.q1c	21425	21994	.	570	396
MSTRG.947	tryp_IXb-68a05.p2k3050	57618	58438	.	821	75
MSTRG.948	tryp_IXb-68a05.p2k3050	67547	67824	.	278	40
MSTRG.949	tryp_IXb-6d06.q1c	1	5563	.	5563	3056
MSTRG.950	tryp_IXb-6d06.q1c	5567	6857	.	1291	340
MSTRG.951	tryp_IXb-6d06.q1c	6875	10228	.	3354	2478
MSTRG.952	tryp_IXb-6g03.q1c	39347	39698	.	352	35
MSTRG.953	tryp_IXb-98e04.q1c	10568	11041	.	474	95
MSTRG.954	tryp_X-106b08.p1c	12516	12958	.	443	799
MSTRG.955	tryp_X-155h05.q1c	50	268	.	219	14
MSTRG.956	tryp_X-155h05.q1c	2838	3054	.	217	37
MSTRG.957	tryp_X-174f04.q1c	22089	22381	.	293	84
MSTRG.958	tryp_X-179b07.p1c	18701	19105	.	405	38
MSTRG.959	tryp_X-206a03.p1c	3846	4142	.	297	34
MSTRG.960	tryp_X-264e11.p1c	8851	9307	.	457	44
MSTRG.961	tryp_X-313e04.q2kB520	1	569	.	569	59
MSTRG.962	tryp_X-36a02.p1c	14	308	.	295	82
MSTRG.963	tryp_X-423d07.p2kB114	7390	9587	.	2198	254
MSTRG.964	tryp_X-448g06.q1c	14147	15209	.	1063	881
MSTRG.965	tryp_X-448g06.q1c	41059	46559	.	5501	2470
MSTRG.966	tryp_X-68d04.q1c	2091	2680	.	590	470
MSTRG.967	tryp_X-76f06.p1c	44008	44707	.	700	824
MSTRG.968	tryp_XI-1007b07.p1k	3548	4239	.	692	85
MSTRG.969	tryp_XI-1026a03.q1k	15429	15855	.	427	54
MSTRG.970	tryp_XI-1032h01.q1k	39853	40240	.	388	34
MSTRG.971	tryp_XI-1036e06.p1k	1	1719	.	1719	1453
MSTRG.972	tryp_XI-1036e06.p1k	2421	3587	.	1167	1811
MSTRG.973	tryp_XI-1036e06.p1k	20365	21184	.	820	144
MSTRG.974	tryp_XI-1036e06.p1k	27931	29013	.	1083	2332
MSTRG.975	tryp_XI-1036e06.p1k	29821	30939	.	1119	1604
MSTRG.976	tryp_XI-1084b11.p1k	1	421	.	421	96
MSTRG.977	tryp_XI-1084b11.p1k	681	1240	.	560	146
MSTRG.978	tryp_XI-1113h05.p1k	13742	14000	.	259	31
MSTRG.979	tryp_XI-1113h05.p1k	17089	17410	.	322	18
MSTRG.980	tryp_XI-1113h05.p1k	18056	19117	.	1062	102
MSTRG.981	tryp_XI-1144a03.p1k	1820	2815	.	996	80
MSTRG.982	tryp_XI-1144a03.p1k	2842	5141	.	2300	268
MSTRG.983	tryp_XI-1152c10.p2kA602	1	5441	.	5441	7320
MSTRG.984	tryp_XI-139f04.p1c	10715	11080	.	366	132
MSTRG.985	tryp_XI-147f01.q1ca	3	1100	.	1098	542
MSTRG.986	tryp_XI-270f07.q2k6013	1	594	.	594	64
MSTRG.987	tryp_XI-270f07.q2k6013	6597	7128	.	532	486
MSTRG.988	tryp_XI-311f03.p2k913w	10075	10662	.	588	111
MSTRG.989	tryp_XI-311f03.p2k913w	10670	11043	.	374	10
MSTRG.990	tryp_XI-311f03.p2k913w	11184	11389	.	206	14
MSTRG.991	tryp_XI-396e01.q2k3025	8474	10201	.	1728	800
MSTRG.992	tryp_XI-396e01.q2k3025	12051	15346	.	3296	358
MSTRG.993	tryp_XI-476g10.q2k4126	1	2031	.	2031	1000
MSTRG.994	tryp_XI-872c11.p1k	12875	13791	.	917	30
MSTRG.995	tryp_XI-872c11.p1k	13804	14092	.	289	64
MSTRG.996	tryp_XI-881g06.q2k5028	14790	15739	.	950	157
MSTRG.997	tryp_XI-884a07.p1k	719	4046	.	3328	311
MSTRG.998	tryp_XI-887c11.p1k	2460	2802	.	343	37
MSTRG.999	tryp_XI-925b07.q1k	156	733	.	578	76
MSTRG.1000	tryp_XI-925b07.q1k	1569	2008	.	440	108
MSTRG.1001	tryp_XI-925b07.q1k	2883	3389	.	507	115
MSTRG.1002	tryp_XI-925b07.q1k	4237	4662	.	426	84
MSTRG.1003	tryp_XI-925b07.q1k	5820	6054	.	235	101
MSTRG.1004	tryp_XI-925b07.q1k	7030	7507	.	478	112
MSTRG.1005	tryp_XI-925b07.q1k	8332	8896	.	565	113
MSTRG.1006	tryp_XI-925b07.q1k	9838	10294	.	457	114
MSTRG.1007	tryp_XI-925b07.q1k	11258	11559	.	302	104
MSTRG.1008	tryp_XI-976e03.p2kA567	1	1641	.	1641	824
MSTRG.1009	tryp_XI-976e03.p2kA567	1647	7874	.	6228	5005
MSTRG.1010	tryp_XI-976e03.p2kA567	8436	11672	.	3237	1262
MSTRG.1011	tryp_XI-976e03.p2kA567	12106	13252	.	1147	127
MSTRG.1012	tryp_XI-976e03.p2kA567	17240	17602	.	363	265
MSTRG.1013	tryp_XI-983f02.p1k	2393	6962	.	4570	11741
MSTRG.1014	tryp_XI-983f02.p1k	6967	11350	.	4384	5132
TRY.1	11L3_v3	5483	6228	.	746	3
TRY.2	11L3_v3	6599	8129	.	1531	5
TRY.3	11L3_v3	8333	9722	.	1390	7
TRY.4	11L3_v3	22978	23538	.	561	80
TRY.5	11L3_v3	29351	29961	.	611	118
TRY.6	11L3_v3	48521	50930	.	2410	1865
TRY.7	5K5_v5.1	17023	17570	.	548	792
TRY.8	5K5_v5.1	37368	37988	.	621	11
TRY.9	5K5_v5.1	39363	41829	.	2467	877
TRY.10	5K5_v5.1	71974	72487	.	514	381
TRY.11	5K5_v5.1	73935	76248	.	2314	1846
TRY.12	5K5_v5.1	81596	82278	.	683	634
TRY.13	5K5_v5.1	83411	84751	.	1341	1232
TRY.14	5K5_v5.1	87136	87854	.	719	51
TRY.15	5K5_v5.1	139756	140343	.	588	217
TRY.16	FM162566.1	2411	3561	.	1151	40746
TRY.17	FM162566.1	5177	5914	.	738	33331
TRY.18	FM162566.1	12211	13856	.	1646	50015
TRY.19	FM162566.1	15794	16740	.	947	26532
TRY.20	FM162566.1	21009	21691	.	683	24743
TRY.21	FM162566.1	41325	41919	.	595	12000
TRY.22	FM162566.1	43878	45308	.	1431	33433
TRY.23	FM162566.1	49412	50926	.	1515	2405
TRY.24	FM162566.1	55635	57068	.	1434	30908
TRY.25	GTRYP_4071_4094-1a01.w2k4071	4383	5248	.	866	51
TRY.26	GTRYP_4071_4094-1a01.w2k4071	14405	14941	.	537	14
TRY.27	TP26M21-2a10.p1k	4620	5865	.	1246	121
TRY.28	TP26M21-2a10.p1k	5897	7102	.	1206	443
TRY.29	TP26M21-2a10.p1k	36771	37880	.	1110	2121
TRY.30	TP26P4-6c09.p1k	9415	10235	.	821	30
TRY.31	Tb927_01_v5.1	48441	50234	.	1794	802
TRY.32	Tb927_01_v5.1	72541	74885	.	2345	8136
TRY.33	Tb927_01_v5.1	102165	106043	.	3879	5795
TRY.34	Tb927_01_v5.1	111019	111733	.	715	146
TRY.35	Tb927_01_v5.1	136671	138302	.	1632	2321
TRY.36	Tb927_01_v5.1	153043	156227	.	3185	989
TRY.37	Tb927_01_v5.1	166649	167789	.	1141	1174
TRY.38	Tb927_01_v5.1	174493	176709	.	2217	6925
TRY.39	Tb927_01_v5.1	178265	179561	.	1297	1500
TRY.40	Tb927_01_v5.1	187965	189649	.	1685	2698
TRY.41	Tb927_01_v5.1	198571	200842	.	2272	517
TRY.42	Tb927_01_v5.1	283557	284455	.	899	9
TRY.43	Tb927_01_v5.1	284933	287425	.	2493	329
TRY.44	Tb927_01_v5.1	324705	325308	.	604	697
TRY.45	Tb927_01_v5.1	333118	334546	.	1429	720
TRY.46	Tb927_01_v5.1	336290	338008	.	1719	1354
TRY.47	Tb927_01_v5.1	356094	356752	.	659	59
TRY.48	Tb927_01_v5.1	362689	366349	.	3661	1314
TRY.49	Tb927_01_v5.1	371344	372381	.	1038	108
TRY.50	Tb927_01_v5.1	381318	384776	.	3459	198
TRY.51	Tb927_01_v5.1	477996	479479	.	1484	804
TRY.52	Tb927_01_v5.1	482664	483683	.	1020	342
TRY.53	Tb927_01_v5.1	519229	520704	.	1476	398
TRY.54	Tb927_01_v5.1	523832	524601	.	770	1245
TRY.55	Tb927_01_v5.1	538841	540080	.	1240	1297
TRY.56	Tb927_01_v5.1	550457	551736	.	1280	2159
TRY.57	Tb927_01_v5.1	587826	590165	.	2340	1371
TRY.58	Tb927_01_v5.1	606654	607209	.	556	866
TRY.59	Tb927_01_v5.1	614309	615423	.	1115	365
TRY.60	Tb927_01_v5.1	629962	630886	.	925	2116
TRY.61	Tb927_01_v5.1	651349	653269	.	1921	1751
TRY.62	Tb927_01_v5.1	657667	658925	.	1259	1913
TRY.63	Tb927_01_v5.1	747131	750905	.	3775	120
TRY.64	Tb927_01_v5.1	762648	766240	.	3593	3238
TRY.65	Tb927_01_v5.1	779031	780141	.	1111	29
TRY.66	Tb927_01_v5.1	788806	789458	.	653	17
TRY.67	Tb927_01_v5.1	802492	803031	.	540	48
TRY.68	Tb927_01_v5.1	811746	814142	.	2397	1117
TRY.69	Tb927_01_v5.1	883214	885892	.	2679	471
TRY.70	Tb927_01_v5.1	920200	921186	.	987	816
TRY.71	Tb927_01_v5.1	928121	928768	.	648	400
TRY.72	Tb927_01_v5.1	960410	962363	.	1954	1367
TRY.73	Tb927_01_v5.1	1026634	1027142	.	509	570
TRY.74	Tb927_01_v5.1	1043693	1044352	.	660	12
TRY.75	Tb927_01_v5.1	1045264	1046592	.	1329	71
TRY.76	Tb927_02_v5.1	795	1679	.	885	4097
TRY.77	Tb927_02_v5.1	7257	9603	.	2347	5614
TRY.78	Tb927_02_v5.1	22504	23693	.	1190	230
TRY.79	Tb927_02_v5.1	29872	30819	.	948	462
TRY.80	Tb927_02_v5.1	32849	35237	.	2389	4448
TRY.81	Tb927_02_v5.1	40831	42567	.	1737	3114
TRY.82	Tb927_02_v5.1	72878	73400	.	523	473
TRY.83	Tb927_02_v5.1	81538	83661	.	2124	6843
TRY.84	Tb927_02_v5.1	101817	105093	.	3277	8222
TRY.85	Tb927_02_v5.1	114355	118306	.	3952	7681
TRY.86	Tb927_02_v5.1	142320	143716	.	1397	2568
TRY.87	Tb927_02_v5.1	147842	150256	.	2415	4905
TRY.88	Tb927_02_v5.1	156733	157609	.	877	216
TRY.89	Tb927_02_v5.1	176866	177836	.	971	106
TRY.90	Tb927_02_v5.1	198761	201067	.	2307	4742
TRY.91	Tb927_02_v5.1	208021	209898	.	1878	948
TRY.92	Tb927_02_v5.1	226717	229401	.	2685	4515
TRY.93	Tb927_02_v5.1	258735	259476	.	742	109
TRY.94	Tb927_02_v5.1	268565	269665	.	1101	748
TRY.95	Tb927_02_v5.1	278015	278550	.	536	8
TRY.96	Tb927_02_v5.1	299951	300603	.	653	10
TRY.97	Tb927_02_v5.1	309170	312494	.	3325	406
TRY.98	Tb927_02_v5.1	358528	359272	.	745	180
TRY.99	Tb927_02_v5.1	361773	362429	.	657	18
TRY.100	Tb927_02_v5.1	384539	385048	.	510	25
TRY.101	Tb927_02_v5.1	406116	406713	.	598	1057
TRY.102	Tb927_02_v5.1	409654	410835	.	1182	1518
TRY.103	Tb927_02_v5.1	432255	433364	.	1110	64
TRY.104	Tb927_02_v5.1	449923	450960	.	1038	75
TRY.105	Tb927_02_v5.1	470000	470978	.	979	769
TRY.106	Tb927_02_v5.1	558330	559508	.	1179	1321
TRY.107	Tb927_02_v5.1	566768	567417	.	650	653
TRY.108	Tb927_02_v5.1	584994	585509	.	516	1206
TRY.109	Tb927_02_v5.1	636795	641358	.	4564	1920
TRY.110	Tb927_02_v5.1	685804	686684	.	881	53
TRY.111	Tb927_02_v5.1	733577	736397	.	2821	359
TRY.112	Tb927_02_v5.1	763614	764823	.	1210	964
TRY.113	Tb927_02_v5.1	788300	788899	.	600	729
TRY.114	Tb927_02_v5.1	805551	806066	.	516	1072
TRY.115	Tb927_02_v5.1	899217	900231	.	1015	1815
TRY.116	Tb927_02_v5.1	945832	946477	.	646	653
TRY.117	Tb927_02_v5.1	957357	957963	.	607	595
TRY.118	Tb927_02_v5.1	961087	962014	.	928	109
TRY.119	Tb927_02_v5.1	977907	978626	.	720	1217
TRY.120	Tb927_02_v5.1	1023055	1024085	.	1031	25
TRY.121	Tb927_02_v5.1	1070205	1071593	.	1389	305
TRY.122	Tb927_02_v5.1	1109455	1110087	.	633	1210
TRY.123	Tb927_02_v5.1	1119394	1120532	.	1139	1053
TRY.124	Tb927_02_v5.1	1122420	1124095	.	1676	3839
TRY.125	Tb927_03_v5.1	165182	165695	.	514	655
TRY.126	Tb927_03_v5.1	175474	176430	.	957	4269
TRY.127	Tb927_03_v5.1	179592	180235	.	644	2046
TRY.128	Tb927_03_v5.1	196685	197622	.	938	899
TRY.129	Tb927_03_v5.1	203241	204980	.	1740	661
TRY.130	Tb927_03_v5.1	283699	284226	.	528	800
TRY.131	Tb927_03_v5.1	376932	377714	.	783	780
TRY.132	Tb927_03_v5.1	390861	393785	.	2925	4626
TRY.133	Tb927_03_v5.1	395341	396272	.	932	2294
TRY.134	Tb927_03_v5.1	397580	398598	.	1019	3442
TRY.135	Tb927_03_v5.1	418392	419605	.	1214	1195
TRY.136	Tb927_03_v5.1	433190	434399	.	1210	370
TRY.137	Tb927_03_v5.1	476529	477763	.	1235	3021
TRY.138	Tb927_03_v5.1	482417	483400	.	984	409
TRY.139	Tb927_03_v5.1	492388	493075	.	688	671
TRY.140	Tb927_03_v5.1	504518	505023	.	506	724
TRY.141	Tb927_03_v5.1	509925	510616	.	692	325
TRY.142	Tb927_03_v5.1	512701	513313	.	613	1283
TRY.143	Tb927_03_v5.1	585456	587805	.	2350	2225
TRY.144	Tb927_03_v5.1	715461	716087	.	627	410
TRY.145	Tb927_03_v5.1	773629	774212	.	584	973
TRY.146	Tb927_03_v5.1	781882	784692	.	2811	1067
TRY.147	Tb927_03_v5.1	785907	786970	.	1064	205
TRY.148	Tb927_03_v5.1	838866	839668	.	803	2631
TRY.149	Tb927_03_v5.1	847136	847918	.	783	736
TRY.150	Tb927_03_v5.1	863723	865064	.	1342	1380
TRY.151	Tb927_03_v5.1	872594	873253	.	660	948
TRY.152	Tb927_03_v5.1	877169	877819	.	651	36
TRY.153	Tb927_03_v5.1	878577	879173	.	597	29
TRY.154	Tb927_03_v5.1	892056	893630	.	1575	16
TRY.155	Tb927_03_v5.1	894528	895189	.	662	11
TRY.156	Tb927_03_v5.1	902128	902778	.	651	304
TRY.157	Tb927_03_v5.1	912437	913610	.	1174	36
TRY.158	Tb927_03_v5.1	917699	918205	.	507	23
TRY.159	Tb927_03_v5.1	918212	919363	.	1152	55
TRY.160	Tb927_03_v5.1	920107	921198	.	1092	489
TRY.161	Tb927_03_v5.1	931650	932376	.	727	29
TRY.162	Tb927_03_v5.1	934333	936030	.	1698	105
TRY.163	Tb927_03_v5.1	938461	939510	.	1050	487
TRY.164	Tb927_03_v5.1	950326	952575	.	2250	105
TRY.165	Tb927_03_v5.1	953262	954393	.	1132	53
TRY.166	Tb927_03_v5.1	974060	975212	.	1153	40
TRY.167	Tb927_03_v5.1	986505	987542	.	1038	4843
TRY.168	Tb927_03_v5.1	1048467	1049648	.	1182	6548
TRY.169	Tb927_03_v5.1	1085928	1087969	.	2042	1129
TRY.170	Tb927_03_v5.1	1118184	1118946	.	763	963
TRY.171	Tb927_03_v5.1	1123912	1124706	.	795	1077
TRY.172	Tb927_03_v5.1	1134353	1135234	.	882	305
TRY.173	Tb927_03_v5.1	1168579	1169669	.	1091	2685
TRY.174	Tb927_03_v5.1	1172168	1173110	.	943	1638
TRY.175	Tb927_03_v5.1	1174816	1175567	.	752	874
TRY.176	Tb927_03_v5.1	1189198	1190233	.	1036	436
TRY.177	Tb927_03_v5.1	1201821	1202500	.	680	168
TRY.178	Tb927_03_v5.1	1229375	1230859	.	1485	1320
TRY.179	Tb927_03_v5.1	1231019	1233384	.	2366	104
TRY.180	Tb927_03_v5.1	1234128	1234645	.	518	25
TRY.181	Tb927_03_v5.1	1235494	1236444	.	951	19
TRY.182	Tb927_03_v5.1	1283835	1287096	.	3262	525
TRY.183	Tb927_03_v5.1	1314331	1315258	.	928	873
TRY.184	Tb927_03_v5.1	1373638	1375232	.	1595	1646
TRY.185	Tb927_03_v5.1	1401161	1402118	.	958	1053
TRY.186	Tb927_03_v5.1	1466089	1468321	.	2233	626
TRY.187	Tb927_03_v5.1	1477751	1478535	.	785	115
TRY.188	Tb927_03_v5.1	1503340	1504017	.	678	2381
TRY.189	Tb927_03_v5.1	1602714	1603633	.	920	1015
TRY.190	Tb927_03_v5.1	1629880	1631075	.	1196	220
TRY.191	Tb927_03_v5.1	1636547	1637385	.	839	29
TRY.192	Tb927_04_v5.1	5819	7022	.	1204	3044
TRY.193	Tb927_04_v5.1	23014	24123	.	1110	484
TRY.194	Tb927_04_v5.1	53744	54787	.	1044	40
TRY.195	Tb927_04_v5.1	58164	58875	.	712	23
TRY.196	Tb927_04_v5.1	64613	65586	.	974	25
TRY.197	Tb927_04_v5.1	68667	69586	.	920	42
TRY.198	Tb927_04_v5.1	69664	70692	.	1029	6
TRY.199	Tb927_04_v5.1	118472	119548	.	1077	129
TRY.200	Tb927_04_v5.1	130255	131176	.	922	475
TRY.201	Tb927_04_v5.1	197916	198672	.	757	591
TRY.202	Tb927_04_v5.1	198877	200778	.	1902	284
TRY.203	Tb927_04_v5.1	299421	300116	.	696	1097
TRY.204	Tb927_04_v5.1	305414	306762	.	1349	554
TRY.205	Tb927_04_v5.1	320645	321971	.	1327	41
TRY.206	Tb927_04_v5.1	326367	327939	.	1573	140
TRY.207	Tb927_04_v5.1	420404	421629	.	1226	960
TRY.208	Tb927_04_v5.1	456533	458889	.	2357	1161
TRY.209	Tb927_04_v5.1	469947	470869	.	923	864
TRY.210	Tb927_04_v5.1	479344	485729	.	6386	439
TRY.211	Tb927_04_v5.1	547962	550248	.	2287	2595
TRY.212	Tb927_04_v5.1	588674	589631	.	958	235
TRY.213	Tb927_04_v5.1	628055	630497	.	2443	566
TRY.214	Tb927_04_v5.1	669052	669804	.	753	3601
TRY.215	Tb927_04_v5.1	674688	675491	.	804	170
TRY.216	Tb927_04_v5.1	694051	694682	.	632	895
TRY.217	Tb927_04_v5.1	715678	716413	.	736	2924
TRY.218	Tb927_04_v5.1	729442	730445	.	1004	751
TRY.219	Tb927_04_v5.1	743993	744941	.	949	778
TRY.220	Tb927_04_v5.1	780556	781065	.	510	875
TRY.221	Tb927_04_v5.1	805750	807097	.	1348	916
TRY.222	Tb927_04_v5.1	811350	812048	.	699	1128
TRY.223	Tb927_04_v5.1	838747	839317	.	571	166
TRY.224	Tb927_04_v5.1	843133	843745	.	613	13
TRY.225	Tb927_04_v5.1	843949	844973	.	1025	16
TRY.226	Tb927_04_v5.1	859914	860428	.	515	93
TRY.227	Tb927_04_v5.1	861548	862076	.	529	8
TRY.228	Tb927_04_v5.1	868397	869307	.	911	1897
TRY.229	Tb927_04_v5.1	967412	968767	.	1356	607
TRY.230	Tb927_04_v5.1	968828	969890	.	1063	76
TRY.231	Tb927_04_v5.1	983376	984655	.	1280	534
TRY.232	Tb927_04_v5.1	984668	986395	.	1728	243
TRY.233	Tb927_04_v5.1	992244	993078	.	835	822
TRY.234	Tb927_04_v5.1	998520	999487	.	968	816
TRY.235	Tb927_04_v5.1	1011810	1012363	.	554	139
TRY.236	Tb927_04_v5.1	1028412	1029875	.	1464	528
TRY.237	Tb927_04_v5.1	1058848	1059647	.	800	546
TRY.238	Tb927_04_v5.1	1114706	1115582	.	877	247
TRY.239	Tb927_04_v5.1	1172057	1172908	.	852	609
TRY.240	Tb927_04_v5.1	1176891	1177451	.	561	272
TRY.241	Tb927_04_v5.1	1231694	1234810	.	3117	91
TRY.242	Tb927_04_v5.1	1263239	1263740	.	502	179
TRY.243	Tb927_04_v5.1	1285112	1287105	.	1994	654
TRY.244	Tb927_04_v5.1	1287790	1288294	.	505	21
TRY.245	Tb927_04_v5.1	1302580	1303573	.	994	1682
TRY.246	Tb927_04_v5.1	1346402	1347187	.	786	1492
TRY.247	Tb927_04_v5.1	1353143	1354199	.	1057	712
TRY.248	Tb927_04_v5.1	1371156	1371680	.	525	1816
TRY.249	Tb927_04_v5.1	1406913	1407466	.	554	549
TRY.250	Tb927_04_v5.1	1467590	1470936	.	3347	434
TRY.251	Tb927_04_v5.1	1551699	1552299	.	601	18
TRY.252	Tb927_04_v5.1	1553786	1554336	.	551	46
TRY.253	Tb927_04_v5.1	1576696	1577321	.	626	16
TRY.254	Tb927_05_v5.1	5541	6086	.	546	32
TRY.255	Tb927_05_v5.1	13057	14681	.	1625	3092
TRY.256	Tb927_05_v5.1	17212	17939	.	728	333
TRY.257	Tb927_05_v5.1	18613	19513	.	901	394
TRY.258	Tb927_05_v5.1	60137	61236	.	1100	33
TRY.259	Tb927_05_v5.1	66787	68482	.	1696	1467
TRY.260	Tb927_05_v5.1	96850	101638	.	4789	1501
TRY.261	Tb927_05_v5.1	107939	108673	.	735	1244
TRY.262	Tb927_05_v5.1	108787	109403	.	617	1648
TRY.263	Tb927_05_v5.1	113481	114201	.	721	812
TRY.264	Tb927_05_v5.1	115064	115627	.	564	277
TRY.265	Tb927_05_v5.1	189379	189963	.	585	272
TRY.266	Tb927_05_v5.1	194657	195180	.	524	647
TRY.267	Tb927_05_v5.1	195595	196508	.	914	555
TRY.268	Tb927_05_v5.1	211885	212504	.	620	70
TRY.269	Tb927_05_v5.1	262573	263302	.	730	1995
TRY.270	Tb927_05_v5.1	271166	272462	.	1297	767
TRY.271	Tb927_05_v5.1	331450	334730	.	3281	2037
TRY.272	Tb927_05_v5.1	353416	354003	.	588	1227
TRY.273	Tb927_05_v5.1	378803	379945	.	1143	2137
TRY.274	Tb927_05_v5.1	417690	419228	.	1539	1071
TRY.275	Tb927_05_v5.1	453888	454595	.	708	1363
TRY.276	Tb927_05_v5.1	476083	476644	.	562	177
TRY.277	Tb927_05_v5.1	503654	504408	.	755	59
TRY.278	Tb927_05_v5.1	555716	559706	.	3991	1037
TRY.279	Tb927_05_v5.1	579658	580662	.	1005	332
TRY.280	Tb927_05_v5.1	656286	656874	.	589	3184
TRY.281	Tb927_05_v5.1	666070	668254	.	2185	1629
TRY.282	Tb927_05_v5.1	687327	688112	.	786	3094
TRY.283	Tb927_05_v5.1	715058	716280	.	1223	943
TRY.284	Tb927_05_v5.1	737937	739600	.	1664	544
TRY.285	Tb927_05_v5.1	741725	742277	.	553	15
TRY.286	Tb927_05_v5.1	746398	747736	.	1339	1233
TRY.287	Tb927_05_v5.1	841312	841881	.	570	226
TRY.288	Tb927_05_v5.1	850511	851611	.	1101	1026
TRY.289	Tb927_05_v5.1	853905	855613	.	1709	456
TRY.290	Tb927_05_v5.1	900156	900891	.	736	211
TRY.291	Tb927_05_v5.1	928999	931112	.	2114	93
TRY.292	Tb927_05_v5.1	932162	933294	.	1133	46
TRY.293	Tb927_05_v5.1	953495	954043	.	549	1685
TRY.294	Tb927_05_v5.1	961367	961911	.	545	1420
TRY.295	Tb927_05_v5.1	977604	980358	.	2755	998
TRY.296	Tb927_05_v5.1	1026680	1027331	.	652	3512
TRY.297	Tb927_05_v5.1	1028737	1029578	.	842	321
TRY.298	Tb927_05_v5.1	1050328	1050961	.	634	299
TRY.299	Tb927_05_v5.1	1054689	1055316	.	628	3384
TRY.300	Tb927_05_v5.1	1094280	1095082	.	803	1445
TRY.301	Tb927_05_v5.1	1156470	1157777	.	1308	1241
TRY.302	Tb927_05_v5.1	1199943	1200870	.	928	760
TRY.303	Tb927_05_v5.1	1237271	1237792	.	522	935
TRY.304	Tb927_05_v5.1	1244820	1245536	.	717	465
TRY.305	Tb927_05_v5.1	1362692	1363275	.	584	1143
TRY.306	Tb927_05_v5.1	1391911	1392794	.	884	9
TRY.307	Tb927_05_v5.1	1393116	1393673	.	558	8
TRY.308	Tb927_05_v5.1	1423410	1423917	.	508	136
TRY.309	Tb927_05_v5.1	1548000	1548552	.	553	6
TRY.310	Tb927_05_v5.1	1548869	1549370	.	502	4
TRY.311	Tb927_05_v5.1	1645611	1646545	.	935	45
TRY.312	Tb927_05_v5.1	1691195	1691708	.	514	12
TRY.313	Tb927_05_v5.1	1743415	1744344	.	930	39
TRY.314	Tb927_06_v5.1	14647	15375	.	729	999
TRY.315	Tb927_06_v5.1	18643	19515	.	873	202
TRY.316	Tb927_06_v5.1	51404	51910	.	507	182
TRY.317	Tb927_06_v5.1	54612	55686	.	1075	35
TRY.318	Tb927_06_v5.1	57829	58416	.	588	18
TRY.319	Tb927_06_v5.1	64969	66308	.	1340	78
TRY.320	Tb927_06_v5.1	103130	105326	.	2197	130
TRY.321	Tb927_06_v5.1	131990	132496	.	507	399
TRY.322	Tb927_06_v5.1	144829	146546	.	1718	855
TRY.323	Tb927_06_v5.1	209332	210488	.	1157	1203
TRY.324	Tb927_06_v5.1	247057	247634	.	578	868
TRY.325	Tb927_06_v5.1	334128	334988	.	861	254
